发布者ID,发布时间,发布来源,发布内容,收藏数,转发数,评论数,点赞数,verified_reason,description
文海艺淀,06月01日10:29,来自360安全浏览器, 【征文启事】征文启事经友好协商，广西壮象木业有限公司和北京市海淀区作家协会将联合举办“稻子的故事”：纪念袁隆平院士诗歌征稿活动。一.	活动初心“禾下乘凉梦，让国人吃饱饭”是袁隆平院士的毕生所愿。国士无双，大爱长存，国人在悲痛缅怀之余，竞相以各种方式追悼袁老，诗人们更是拿起手中的笔，把哀思一一写下，以此表达诗人对袁老的敬仰和怀念之情。为纪念袁隆平院士，弘扬中华民族自力更生，珍爱粮食，关注自然，重视生态的优良传统，广西壮象木业有限公司特联合北京海淀作家协会、广西融安县文学艺术界联合会共同举办纪念袁隆平院士诗歌征稿活动，现面向全国诗人及诗歌爱好者诚挚征稿。无论您是诗人还是打工者，无论您是企业家还是农民，无论您是白领还是宝妈，都可以把自己的真实感情抒写出来，我们热切期待您的来稿。二.主办单位：广西壮象木业有限公司协办单位：北京市海淀作家协会三.举办时间：从2021年6月6日开始至2021年6月28日止(以邮件发送时间为准)。四.征稿对象：全国诗人及诗歌爱好者。五.征稿内容及要求1.主要围绕纪念袁隆平院士，另外关于粮食，关于土地，关于自然，关于奋斗的范围都可以纳入其中。征集邮箱：2249273652@qq.com活动时间：2021年6月6日-6月28日六.赛制要求：1.	应征作品为新诗，旧体诗不在本次大赛征稿范围内。围绕主题，每位诗歌创作者限投单篇诗作2首或者组诗1组，投稿作品必须是未通过任何媒介发表过的原创新诗作品。单首诗歌不超过30行。组诗不超过三首，总行数不超过100行。2.	投稿以“作者姓名+诗作题目”为邮件标题，诗作以附件形式发送（所有作品匿名评审，附件中不能出现相关个人信息），作者个人信息请在邮件正文中注明（包括真实姓名及常用笔名、通讯地址、联系电话、邮箱等）。3.	出现抄袭、已发表过等非原创情况，投稿者文责自负，承担相关后果。4.	凡参与应征作品，作品版权由主办方所有。5.	优秀作品将在相应平台上发表。6.	评审团：由北京市海淀作协作家组成。7、此活动不收取任何费用，对优秀作品将给予奖励。所征诗歌经过初评和复评，届时将在广西融安县举办诗歌征集结果发布大会，部分优秀作者将被邀请参加，媒体将进行适时报道。有关公证机关将全程参与，确保活动公开、透明、公正，合法。所有获得奖励作品主办方可用于出版，或展览以及相关活动展示，不再另付稿酬。广西壮象木业有限公司北京市海淀区作家协会2021年6月1日欢迎大家积极踊跃参与。北京海淀#征文# #诗歌# #比赛# #袁隆平#  ,0,1,0,2,北京市海淀区文学艺术界联合会官方微博,北京市海淀区文学艺术界联合会
蒲江规划自然资源,06月03日14:48,来自360安全浏览器, 【纪录片回顾#袁隆平事迹入选高中语文教材#】,0,0,0,0,蒲江县规划和自然资源局官方微博,地理位置：蒲江县鹤山镇成祥街1号联系电话：（028）88522571 扫黑除恶举报电话 028-88522571 在侵害群众利益的不正之风和腐败问题专项整治中，广大群众如发现有虚报冒领征地拆迁款和在土地出让流转中为他人谋利收受钱物的问题；在拒绝赌博敛财专项整治中，广大群众如发现我局干部职工存在问题，请打88555210举报。
内蒙古教育,05月30日11:59,来自iPhone客户端, 【#袁花花经常陪袁隆平听报告#：试验田里逮过青蛙，袁老对它爱不释手】湖南长沙，袁花花是袁隆平院士在2020年五一收养的小猫，袁老对它爱不释手。杂交水稻研究中心研究员辛业芸称，袁花花经常陪着袁老听工作汇报，曾在试验田里捉过青蛙老鼠。袁老回来时，小猫跑着去迎接，要躺在离袁老最近的地方。@一手VideoL一手Video的微博视频  ,0,0,0,1,中公教育内蒙古分公司官方微博,中公教育2000年进入公务员考试培训行业，核心业务是公务员招录考试培训、事业单位招录考试培训、教师招录考试培训等。目前，在全国建立了1669家直营分部和学习中心，覆盖全国319个地市，拥有21000+名专职师资和研发人员。
广东公安,06月02日20:38,来自微博视频号, 【#袁隆平事迹入选语文教材#】统编高中语文教材中，编进了《喜看稻菽千重浪——记首届国家最高科技奖获得者袁隆平》一文，深度讲述了“杂交水稻之父”袁隆平科研背后的故事。脚下浸泥土，心中怀大爱，国之仁士为国为民的情怀，刻入学生心田，世世代代相传。敬请收看今天（6月2日）20:00，CCTV-4《国家记忆》之《统编教材以文化人》。下载央视频APP，点击央友圈，搜索并关注“国家记忆”抢先看！#三科统编教材编写幕后#@央视国家记忆@微博纪录片L央视国家记忆的微博视频  ,0,1,7,15,广东省公安厅官方微博,广东省公安厅网络问政平台，网络发言人互动平台，网站工作团队。 我们每天都在努力，每天都在进步！温馨提示：紧急警情请拨打当地110报警求助。
光明发布,06月01日08:00,来自微博weibo.com, #早安，光明#科学研究要敢于探索，勇于创新（袁隆平）。早安，光明人​,0,0,0,1,中共深圳市光明区委宣传部官方微博,加快建设“四城两区”，努力打造世界一流科学城和深圳北部中心。
平安洛宁,05月31日01:23,来自360安全浏览器, @新华社#2021院士大会#【#为中国人吃好饭这些院士倾尽一生#】袁隆平院士生命最后仍心系水稻；吴明珠院士用一生把瓜甜献给人民；李玉院士一辈子围着“小木耳”打转……不少院士致力让中国人吃好饭，这是#一辈子一件事的院士精神#。我们生活中看似的日常，原来背后都有人用一生守候，感谢他们​@洛宁县见义勇为协会点赞！  ,0,0,0,1,河南省洛阳市洛宁县公安局,真诚沟通，无间交流，服务于民，平安洛宁就在您身边，欢迎@平安洛宁
凤台司法,06月22日10:51,来自360安全浏览器, 【#袁隆平儿子接棒继续袁梦计划#】@凤台防邪,0,0,0,0,凤台县司法局官方微博,
眉山天府新区,06月22日16:02,来自微博weibo.com, 发布了头条文章：《袁隆平儿子接棒！》O袁隆平儿子接棒！​,0,0,0,0,眉山天府新区融媒体中心,四川天府新区眉山管理委员会
美丽开远,06月21日19:19,来自微博视频号, 【#袁隆平儿子接棒继续袁梦计划#】距离袁隆平院士逝世将近一个月，袁隆平儿子、国家杂交水稻工程技术研究中心副主任袁定阳已继承衣钵，北上内蒙古，继续“袁梦计划”。袁定阳表示，力争3年内实现兴安盟水稻每亩增产100公斤；培育兴安盟自主知识产权的水稻新品种；实现兴安盟耐盐碱水稻种植面积3年达到20万亩。2020年1月13日，袁隆平在三亚发布“袁梦计划”，在盐碱地上种水稻。L人民网的微博视频  ,0,0,0,4,开远市融媒体中心官方微博,美丽开远，幸福之乡
齐鲁晚报,06月19日07:57,来自微博视频号, 【#昨夜今晨#大家都在看啥议啥】1、#广东新增6例本土确诊#6月18日0-24时，广东省新增6例本土确诊病例，广州报告2例，深圳报告2例，佛山报告1例，东莞报告1例。2、#中国女排5连胜#北京时间6月18日22点，2021年世界女排联赛第五周，中国女排迎战俄罗斯女排，最终中国队以25:18，25:23，25:16，大比分3:0完胜俄罗斯队，拿下五连胜！此役中国女排派出的首发阵容为：朱婷、李盈莹、袁心玥、颜妮、龚翔宇、丁霞、王梦洁。3、#女子吃粽子误吞枣核险刺破主动脉#近日，黑龙江林口县，陆女士吃粽子不慎误吞枣核，喉咙被卡住，疼痛剧烈。医生表示，枣核尖端已刺入食管壁，距离主动脉弓只有五毫米。最终，在消化内镜、异物钳帮助下，医生小心翼翼取出了枣核，患者转危为安。4、#救护车闯红灯出车祸负全责#近日，河南三门峡，一救护车在经过十字路口时，与侧面行驶而来的一辆suv相撞。交警表示，当时救护车闯红灯且并未执行紧急任务，不享有优先通行权，因此救护车负这起交通事故全责。网友评论称，就算有救援任务，救护车也应该在保证安全的情况下优先行驶。5、#山东新闻# #山东高考评卷计划6月21日前完成#距离6月10日高考结束，已经过去一个多周了。如今，山东考生和家长正满心期盼着成绩的出炉。根据安排，全省3100余名教师投入阅卷工作，目前我省2021年各科评卷工作已近后期，各科三评率较低，质量控制良好，计划于6月21日全部完成。根据之前的新闻发布会通报，山东2021年高考成绩6月26日前公布。6、#济宁爆料# #济宁65岁以上老人一年两次免费乘机#6月18日，济宁发布鼓励乘坐济宁航班的优惠政策，优惠政策涉及关爱老人、组织客源奖励等方面，其中在“关爱老人”行动中，济宁籍65周岁以上老年人一年内可在非节假日期间免费两次乘坐济宁出港航班。在当日举行的新闻发布会上，济宁市民航事业发展中心党组成员、副主任王东春介绍，该优惠政策实施期限为一年，即从2021年6月8日至2022年6月7日。7、#袁隆平讲禾下乘凉梦的珍贵影像#“我梦见水稻长得比高粱还高，穗子比扫帚还长，我和同事坐在稻穗下乘凉”“我梦见穗子沉甸甸的，子粒接近花生米那么大”……这是袁老做过的两个幸福的梦。他的愿望非常朴实：“想培育出高产量品种，为提高粮食产量做一点贡献”↓↓缅怀！致敬！L央视新闻的微博视频  ,0,0,2,2,齐鲁晚报官方微博,办主流大报，树百年品牌，齐鲁晚报是山东省发行量和社会影响力最大的都市报。目前齐鲁晚报构建的“一报两微一端一网”融媒矩阵，全媒覆盖人群超过1000万。2016年，齐鲁晚报荣膺“全国晚报二十强”并排名第二，同时入选亚洲品牌500强。线索爆料与媒体合作请发送至qlwb2011@sina.com。
平安雅安,06月19日15:23,来自微博视频号, #袁隆平讲禾下乘凉梦的珍贵影像#袁隆平曾在电影中出演自己，英语阐述“禾下乘凉梦”！国士无双，致敬，缅怀！L辽宁共青团的微博视频​​​2雅安​,0,0,0,0,四川省雅安市公安局官方微博,
东安警界,05月31日09:07,来自360安全浏览器, //@永州警事://@湖南公安:泪目怀念！#视频回顾袁隆平的90后追梦人生#,0,0,0,0,湖南省东安县公安局官方微博,东安县公安局现在队所室34个，警务工作人员300多名，维护全县社会稳定，依法打击各种违法犯罪行为，依法开展便民服务，为群众提及供报警求助等服务。
江苏共青团,06月21日20:59,来自微博视频号, 【#袁隆平儿子接棒继续袁梦计划#】#苏团在身边#距离袁隆平院士逝世将近一个月，袁隆平儿子、国家杂交水稻工程技术研究中心副主任袁定阳已继承衣钵，北上内蒙古，继续“袁梦计划”。袁定阳表示，力争3年内实现兴安盟水稻每亩增产100公斤；培育兴安盟自主知识产权的水稻新品种；实现兴安盟耐盐碱水稻种植面积3年达到20万亩。2020年1月13日，袁隆平在三亚发布“袁梦计划”，在盐碱地上种水稻。（光明日报）L人民网的微博视频  ,0,1,0,3,共青团江苏省委员会官方微博,爱青春，也爱生活，有梦想，也愿奋斗，喜欢行走四方，也会常伴你身边。在青春沃土上与信仰对话，在希望田野上寻找我身边的好青年，在时代洪流里迎接挑战与创新，我是江苏青年，我为自己代言！
南京网警巡查执法,05月30日09:21,来自Android, 【他们，才是#中国人最该追的星#！致敬！】“憋着一肚子气”搞导弹研发的钱学森、“要求自己鞠躬尽瘁”的中国第一代核潜艇总师黄旭华、为杂交水稻奉献一生的袁隆平……他们在不同领域呕心沥血，无愧为国之脊梁！今天，#全国科技工作者日#。发条微博，致敬科技工作者！via.人民日报L人民日报的微博视频  ,0,0,0,0,江苏省南京市公安局网络安全保卫支队官方微博,南京市公安局网警网上巡查执法账号，维护网上治安秩序，共建文明、和谐、清朗的网络空间。
